SUMMARY,DTSTART,DTEND,DUE,NOTES,ATTENDEE,LOCATION,PRIORITY,URL,CALENDAR,UID
HUEN 1010 Prep for Quiz 1,1/28/2019 0:00,1/29/2019 0:00,,https://ambrosia.pwrfaculty.org/1010.quiz1.studyguide.docx ,,,,,,
HUEN 1010 Read 'Fear of Determinism',1/28/2019 0:00,1/29/2019 0:00,,https://ambrosia.pwrfaculty.org/determinism.pdf ,,,,,,
PHYS 1140 PreLab Due,1/29/2019 0:00,1/30/2019 0:00,,FREQ=WEEKLY;UNTIL=20190423;BYDAY=TU,,,,,,
Red Book HW Due,1/29/2019 0:00,1/30/2019 0:00,,,,p83-86,,,,
HUEN 1010 Watch Slideshow,1/30/2019 0:00,1/31/2019 0:00,,https://ambrosia.pwrfaculty.org/DETERMINISM.3_CLIPSb.pptxExplain Every term on the sheet:https://ambrosia.pwrfaculty.org/FWDETCOMP.docx ,,,,,,
Mastering Physics Due,1/30/2019 0:00,1/31/2019 0:00,,FREQ=WEEKLY;UNTIL=20190501;BYDAY=WE,,By 8PM,,,,
CSCI 2824 Homework Due,2/1/2019 0:00,2/2/2019 0:00,,FREQ=WEEKLY;UNTIL=20190503;BYDAY=FR,,,,,,
CSCI 2824 Homework Due,2/1/2019 0:00,2/2/2019 0:00,,FREQ=WEEKLY;UNTIL=20190418;BYDAY=FR,,,,,,
CSCI 2824 Homework Due,2/1/2019 0:00,2/2/2019 0:00,,FREQ=WEEKLY;UNTIL=20190412;BYDAY=FR,,,,,,
HUEN 1010 Read About Jung,2/1/2019 0:00,2/2/2019 0:00,,https://en.wikipedia.org/wiki/Oedipus_complexhttps://ambrosia.pwrfaculty.org/intro.jung.docx ,,,,,,
CSCI 2824 Homework Due,2/1/2019 0:00,2/2/2019 0:00,,FREQ=WEEKLY;UNTIL=20190321;BYDAY=FR,,,,,,
HUEN 1010 Explication Email for Momento,2/3/2019 0:00,2/4/2019 0:00,,,,,,,,
HUEN 1010 Memento Writing Assignment,2/4/2019 0:00,2/5/2019 0:00,,https://ambrosia.pwrfaculty.org/memento.word.doc ,,,,,,
PHYS 1120 FlipItPhysics Due,2/4/2019 0:00,2/5/2019 0:00,,,,,,,,
Red Book HW Due,2/5/2019 0:00,2/6/2019 0:00,,,,p87-89,,,,
CSCI 2400 QUIZ/TEST,2/6/2019 18:00,2/6/2019 19:00,,,,,,,,
CSCI 2824 Homework Due,2/7/2019 17:00,2/8/2019 17:00,,,,,,,,
HUEN 1010 Prepare for Discussion,2/8/2019 0:00,2/9/2019 0:00,,,,,,,,
PHYS 1120 FlipItPhysics Due,2/8/2019 0:00,2/9/2019 0:00,,,,,,,,
CSCI 2824 Homework Due,2/9/2019 12:00,12/31/1969 17:00,,,,,,,,
CSCI 2824 Moodle Quiz,2/11/2019 0:00,2/12/2019 0:00,,,,,,,,
HUEN 1010 Print & Read 'Art of Persuasion',2/11/2019 0:00,2/12/2019 0:00,,https://ambrosia.pwrfaculty.org/form.docList Key Elements of Persuasive EssayPrint UROP Sheet & Schema Sheethttps://ambrosia.pwrfaculty.org/urop.dochttps://ambrosia.pwrfaculty.org/schema.doc ,,,,,,
Red Book HW Due,2/12/2019 0:00,2/13/2019 0:00,,,,p91-92,,,,
PHYS 1120 FlipItPhysics Due,2/13/2019 0:00,2/14/2019 0:00,,,,,,,,
HUEN 1010 Read 'Re-Evaluation of Homer's Achilles',2/13/2019 0:00,2/14/2019 0:00,,https://ambrosia.pwrfaculty.org/schiller.achilles.docDo Schiller Assignment ,,,,,,
HUEN 1010 Read Hesiod's 'Theogony',2/15/2019 0:00,2/16/2019 0:00,,"https://ambrosia.pwrfaculty.org/hes.discuss.docTheogony"" lines 1-223", 459-634," 881-926""Works and Days"" lines 1-212 """,,,,
Bomb Lab Due,2/17/2019 0:00,2/18/2019 0:00,,,,,,,,
HUEN 1010 Print & Read 'Genesis',2/18/2019 0:00,2/19/2019 0:00,,Chapters 1-3https://ambrosia.pwrfaculty.org/genesis.pdfNoteParallels between Genesis and Hesiod ,,,,,,
HUEN 1010 Prepare for Quiz 2,2/18/2019 0:00,2/19/2019 0:00,,https://ambrosia.pwrfaculty.org/1010.quiz2.studyguide.docx ,,,,,,
PHYS 1120 FlipItPhysics Due,2/18/2019 0:00,2/19/2019 0:00,,,,,,,,
Red Book HW Due,2/19/2019 0:00,2/20/2019 0:00,,,,p93-96,,,,
HUEN 1010 Watch 'Fabric of the Cosmos Part 4',2/20/2019 0:00,2/21/2019 0:00,,https://ambrosia.pwrfaculty.org/fabric.part4.discuss.dochttps://www.youtube.com/watch?v=Th4KJ7YL158Slideshow:https://ambrosia.pwrfaculty.org/double_slit.pptx ,,,,,,
HUEN 1010 Read Essays,2/22/2019 0:00,2/23/2019 0:00,,"Anonymous Critique of Industry and Technology"" and ""Why the Future Doesn't Need US""https://ambrosia.pwrfaculty.org/anonymous.pdf """,,,,,,
HUEN 1010 Bring Types Copy of FSP Outline,2/25/2019 0:00,2/26/2019 0:00,,https://en.wikipedia.org/wiki/Project_MKUltraListen to:http://www.npr.org/2017/08/22/545122205/fbi-profiler-says-linguistic-work-was-pivotal-in-capture-of-unabomber ,,,,,,
Red Book HW Due,2/26/2019 0:00,2/27/2019 0:00,,,,p97-98,,,,
PHYS 1120 FlipItPhysics Due,2/27/2019 0:00,2/28/2019 0:00,,,,,,,,
HUEN 1010 Watch Videos,2/27/2019 0:00,2/28/2019 0:00,,https://www.youtube.com/watch?v=awAMTQZmvPEhttps://www.youtube.com/watch?v=H6LEcM0E0iohttps://www.youtube.com/watch?v=g5k6Sj3UY4Qhttps://www.nytimes.com/2012/02/19/books/review/how-an-egyptian-revolution-began-on-facebook.htmlhttps://www.nytimes.com/2018/10/15/technology/myanmar-facebook-genocide.html ,,,,,,
PHYS 1120 FlipItPhysics Due,3/1/2019 0:00,3/2/2019 0:00,,,,,,,,
HUEN 1010 Print 'Contextualizing the Odyssey',3/1/2019 0:00,3/2/2019 0:00,,https://ambrosia.pwrfaculty.org/odyss.contextshort.doc ,,,,,,
HUEN 1010 Read Odyssey Book 1-4,3/4/2019 0:00,3/5/2019 0:00,,"1 & 4 in text, 2-3 in synopsishttps://ambrosia.pwrfaculty.org/odyssey.synopsis.pdfhttps://ambrosia.pwrfaculty.org/odyss.discuss.doc ",,,,,,
PHYS 1120 FlipItPhysics Due,3/4/2019 0:00,3/5/2019 0:00,,,,,,,,
Red Book HW Due,3/5/2019 0:00,3/6/2019 0:00,,,,p99-102,,,,
HUEN 1010 Read Odyssey Books 5-8,3/6/2019 0:00,3/7/2019 0:00,,https://ambrosia.pwrfaculty.org/odyss.discuss.doc ,,,,,,
HUEN 1010 Explication Email Odyssey,3/7/2019 0:00,3/8/2019 0:00,,,,,,,,
PHYS 1120 FlipItPhysics Due,3/8/2019 0:00,3/9/2019 0:00,,,,,,,,
Attack Lab Due,3/10/2019 0:00,3/11/2019 0:00,,,,,,,,
PHYS 1120 FlipItPhysics Due,3/11/2019 0:00,3/12/2019 0:00,,,,,,,,
Red Book HW Due,3/12/2019 0:00,3/13/2019 0:00,,,,p103-108,,,,
PHYS 1120 FlipItPhysics Due,3/13/2019 0:00,3/14/2019 0:00,,,,,,,,
HUEN 1010 Read Odyssey Books 13-18,3/15/2019 0:00,3/16/2019 0:00,,"Synopsis of books 15-16, rest in text ",,,,,,
CSCI 2824 Homework Due,3/16/2019 0:00,3/17/2019 0:00,,,,,,,,
HUEN 1010 Explication Email about Odyssey,3/17/2019 0:00,3/18/2019 0:00,,,,,,,,
HUEN 1010 Read Odyssey Books 19-24,3/18/2019 0:00,3/19/2019 0:00,,"Synopsis book 20, rest in text ",,,,,,
HUEN 1010 Bring FSP to Class,3/18/2019 0:00,3/19/2019 0:00,,Prep for Discussion of Odyssey ,,,,,,
Red Book HW Due,3/19/2019 0:00,3/20/2019 0:00,,,,p111-112,,,,
PHYS 1120 FlipItPhysics Due,3/20/2019 0:00,3/21/2019 0:00,,,,,,,,
PHYS 1120 FlipItPhysics Due,3/22/2019 0:00,3/23/2019 0:00,,,,,,,,
HUEN 1010 Prepare for Quiz 3,3/22/2019 0:00,3/23/2019 0:00,,https://ambrosia.pwrfaculty.org/1010.quiz3.studyguide.docx ,,,,,,
Red Book HW Due,4/2/2019 0:00,4/3/2019 0:00,,,,p113-114,,,,
PHYS 1120 FlipItPhysics Due,4/3/2019 0:00,4/4/2019 0:00,,,,,,,,
Performance Lab Due,4/4/2019 0:00,4/5/2019 0:00,,,,,,,,
PHYS 1120 FlipItPhysics Due,4/5/2019 0:00,4/6/2019 0:00,,,,,,,,
HUEN 1010 Bring Copy Of SSP Outline to Class,4/5/2019 0:00,4/6/2019 0:00,,Watch Blade Runner 2049https://ambrosia.pwrfaculty.org/br.doc ,,,,,,
Red Book HW Due,4/9/2019 0:00,4/10/2019 0:00,,,,p115-116,,,,
PHYS 1120 FlipItPhysics Due,4/12/2019 0:00,4/13/2019 0:00,,,,,,,,
CSCI 2824 Homework Due,4/13/2019 0:00,4/14/2019 0:00,,,,,,,,
PHYS 1120 FlipItPhysics Due,4/15/2019 0:00,4/16/2019 0:00,,,,,,,,
Red Book HW Due,4/16/2019 0:00,4/17/2019 0:00,,,,p117-118,,,,
PHYS 1120 FlipItPhysics Due,4/17/2019 0:00,4/18/2019 0:00,,,,,,,,
PHYS 1120 FlipItPhysics Due,4/19/2019 0:00,4/20/2019 0:00,,,,,,,,
PHYS 1120 FlipItPhysics Due,4/22/2019 0:00,4/23/2019 0:00,,,,,,,,
Red Book HW Due,4/23/2019 0:00,4/24/2019 0:00,,,,p133-134,,,,
PHYS 1120 FlipItPhysics Due,4/24/2019 0:00,4/25/2019 0:00,,,,,,,,
PHYS 1120 FlipItPhysics Due,4/26/2019 0:00,4/27/2019 0:00,,,,,,,,
Shell Lab Due,4/28/2019 0:00,4/29/2019 0:00,,,,,,,,
Red Book HW Due,4/30/2019 0:00,5/1/2019 0:00,,,,p147-148,,,,
HUEN 1010 SSP Essay Due By Email,5/6/2019 17:00,12/31/1969 17:00,,,,,,,,
Algorithms HW Due,9/9/2019 0:00,9/10/2019 0:00,,"FREQ=WEEKLY;WKST=SU;UNTIL=20190922;BYDAY=MO,WE",,,,,,
Phil 2240 HW Due,9/9/2019 0:00,9/10/2019 0:00,,Due midnight FREQ=WEEKLY;UNTIL=20191220,,,,,,
Linear HW Due,9/13/2019 0:00,9/14/2019 0:00,,FREQ=WEEKLY;WKST=SU;UNTIL=20191213;BYDAY=FR,,,,,,
COMM 3620 HW Due,9/16/2019 0:00,9/17/2019 0:00,,FREQ=WEEKLY;WKST=SU;UNTIL=20191214;BYDAY=MO,,,,,,
Algorithms HW Due,9/17/2019 0:00,9/18/2019 0:00,,,,,,,,
Algorithms HW Due,9/19/2019 0:00,9/20/2019 0:00,,,,,,,,
Algorithms HW Due,9/24/2019 0:00,9/25/2019 0:00,,"FREQ=WEEKLY;WKST=SU;UNTIL=20190924;BYDAY=MO,WE",,,,,,
Algorithms HW Due,9/26/2019 0:00,9/27/2019 0:00,,"FREQ=WEEKLY;WKST=SU;UNTIL=20190929;BYDAY=MO,WE",,,,,,
Project Milestone 1 Due,9/27/2019 0:00,9/28/2019 0:00,,,,,,,,
Algorithms HW Due,10/1/2019 0:00,10/2/2019 0:00,,"FREQ=WEEKLY;WKST=SU;UNTIL=20191001;BYDAY=TH,TU",,,,,,
Algorithms HW Due,10/3/2019 0:00,10/4/2019 0:00,,"FREQ=WEEKLY;WKST=SU;UNTIL=20191015;BYDAY=MO,WE",,,,,,
Finish Soft Dev Project + HW,10/9/2019 0:00,10/10/2019 0:00,,,,,,,,
Algorithms HW Due,10/12/2019 0:00,10/13/2019 0:00,,,,,,,,
Algorithms HW Due,10/17/2019 0:00,10/18/2019 0:00,,"FREQ=WEEKLY;WKST=SU;UNTIL=20191213;BYDAY=TH,TU",,,,,,
Sam Feig initial advising meeting,6/15/2018 10:15,6/15/2018 11:00,,"Hi there,Carrie Sadler is inviting you to a scheduled Zoommeeting.Join from PC, Mac, Linux, iOS or Android: https://cuboulder.zoom.us/j/489373159Or iPhone one-tap :    US: +16699006833,,489373159#  or +16465588656,,489373159#Or Telephone:    Dial(for higher quality, dial a number based on your current location):        US: +1 669 900 6833  or +1 646 558 8656    Meeting ID: 489 373 159    Internationalnumbers available: https://zoom.us/u/buFAa4UHiOr an H.323/SIP room system:    H.323:        162.255.37.11 (US West)        162.255.36.11 (US East)        221.122.88.195 (China)        115.114.131.7 (India)   213.19.144.110 (EMEA)        202.177.207.158 (Australia)        209.9.211.110 (Hong Kong)        64.211.144.160 (Brazil)        69.174.57.160 (Canada)    Meeting ID: 489 373 159    SIP: 489373159@zoomcrc.com<mailto:489373159@zoomcrc.com> ",safe9522@colorado.edu,https://cuboulder.zoom.us/j/489373159,,,,
Bystander training,8/24/2018 13:00,8/24/2018 14:00,,,,,,,,
First day of class CU,8/27/2018 0:00,8/28/2018 0:00,,,,,,,,
Career Development - Google “Welcome Back” Info Table,9/4/2018 11:00,9/4/2018 14:00,,RSVP @ bit.ly/2MLdJet ,,Engineering Lobby,,,,
Career Development - Google Technical Resume Workshop,9/4/2018 17:30,9/4/2018 19:00,,RSVP @ bit.ly/2BFbLbs ,,ECCR 245,,,,
Career Development - JPL Show & Tech,9/4/2018 19:00,9/4/2018 20:30,,,,ECCR 200,,,,
CU Class Add Deadline,9/5/2018 0:00,9/6/2018 0:00,,,,,,,,
Career Development - Google Building Your Technical Career,9/5/2018 17:30,9/5/2018 19:00,,RSVP @ bit.ly/2BIwmeC ,,ECCR 200,,,,
Computer Science Ice Cream Social,9/6/2018 15:00,9/6/2018 17:00,,,,ECCS 128,,,,
Career Development - The Aerospace Corporation Show & Tech,9/6/2018 19:00,9/6/2018 20:30,,,,ECCR 245,,,,
Print Resume @ Kitt Central,9/7/2018 10:00,9/7/2018 11:00,,,,,,,,
Cyber security Club meeting,9/10/2018 18:00,9/10/2018 19:00,,,,ECCR 265,,,,
CU Class Drop Deadline,9/12/2018 0:00,9/13/2018 0:00,,,,,,,,
Andrews hall council meeting,9/12/2018 20:00,9/12/2018 21:00,,,,N103,,,,
Apple Career Faire,9/13/2018 9:00,9/13/2018 13:00,,"Bring resume copies, dress casually.RSVP: https://applecorp.avature.net/ucbnetworking ",,"Idea Forge, Boulder, CO 80305, USA",,,,
Technical Resumes 101,9/13/2018 17:15,9/13/2018 18:15,,,,DLC,,,,
Cybersecurity Club CSAW CTF,9/15/2018 15:00,9/15/2018 17:00,,,,DLC 1B20,,,,
CSCI 1000 Class Hike,9/16/2018 14:00,9/16/2018 16:00,,"Meet on South terrace of the UMC, 2:00 PM, Sunday, September16.(or meet the group at the Chautauqua Ranger Cottage at 2:30\; coordinate via Clayton's mobile, 303 349 2867.) ",,"University Memorial Center, Boulder, CO 80302, USA",,,,
ASV Connect mini Aerospace Career Faire,9/17/2018 17:00,9/17/2018 20:00,,Bring resume ,,"University Memorial Center (UMC), Glenn Miller Ballroom",,,,
Career Development - Technical Resume Critiques,9/18/2018 11:00,9/18/2018 15:30,,,,DLC Collaboratory,,,,
Ball Aerospace Tour,9/20/2018 15:00,9/20/2018 18:00,,,,"http://www.google.com/maps/place/Sustainability,+Energy,+and+Environment+Complex+(SEEC)/@40.0098324,-105.2446085,17z/data=!4m8!1m2!2m1!1sSEEC!3m4!1s0x876bedea72c0adad:0x70cbd06af7eb29ef!8m2!3d40.0096506!4d-105.2422475",,,,
Andrews 14er Meeting,9/20/2018 19:00,9/20/2018 20:00,,,,,,,,
EHP Breakfast at the Julien,9/22/2018 8:30,9/22/2018 10:00,,Business Casual Dress ,,"St. Julien Restaurant Boulder, 900 Walnut St, Boulder, CO 80302, USA",,,,
Career Development - Lockheed Martin Show & Tech,9/24/2018 18:00,9/24/2018 19:30,,,,ECCR 245,,,,
CyberSecurity Club Meeting,9/24/2018 18:00,9/24/2018 19:00,,FREQ=WEEKLY;UNTIL=20180925T000000Z;BYDAY=MO,,DLC 1B40 (Usually),,,,
Career Development - Navigating the Career Fair,9/27/2018 17:15,9/27/2018 18:45,,,,DLC Collaboratory,,,,
Andrews 14er,9/28/2018 0:00,9/30/2018 0:00,,,,,,,,
Solar Sails: Traveling the Solar System,9/28/2018 12:00,9/28/2018 13:00,,,,DLC Collaboratory,,,,
EHP Astronaut Scholarship Event,9/28/2018 13:00,9/28/2018 15:00,,,,,,,,
Ralphie's Corral Tailgate,9/28/2018 16:00,9/28/2018 19:00,,,,Duane Field,,,,
CCDC Meeting,9/28/2018 17:00,9/28/2018 19:00,,FREQ=WEEKLY;UNTIL=20181012T230000Z,,DLC 1B20,,,,
CSEN Advising - Carrie Sadler,10/2/2018 13:00,10/2/2018 13:30,,,,ECOT 824,,,,
Find Mary about the Andrews Lighting & Sound,10/2/2018 13:30,10/2/2018 16:30,,,,,,,,
Career Development - Micron Show & Tech,10/2/2018 17:30,10/2/2018 19:00,,,,ECCR 245,,,,
Fall Technology Career Fair,10/3/2018 11:00,10/3/2018 16:00,,,,"University Memorial Center (UMC), Glenn Miller Ballroom",,,,
Scott Kelly Presentation,10/3/2018 18:15,10/3/2018 20:30,,,,Macky Auditorium,,,,
CU Family weekend,10/4/2018 0:00,10/8/2018 0:00,,,,,,,,
Fall Technology Career Fair,10/4/2018 11:00,10/4/2018 16:00,,,,"University Memorial Center (UMC), Glenn Miller Ballroom",,,,
EHP Open Mic Night,10/5/2018 0:00,10/6/2018 0:00,,,,,,,,
Intermediate backpacking trip,10/6/2018 0:00,10/8/2018 0:00,,,,,,,,
CSCI 2275 Interview Grading,10/10/2018 18:30,10/10/2018 19:00,,,,ECCS 112,,,,
Flu Shots at Wardenburg,10/12/2018 10:00,10/12/2018 12:30,,"FREQ=WEEKLY;COUNT=11;BYDAY=MO,TU,WE,TH,FR",,,,,,
Cyber Security Club Officer Interview,10/12/2018 16:30,10/12/2018 17:00,,,,DLC 1B20,,,,
Lockheed Martin Software Academy Interview,10/15/2018 13:00,10/15/2018 13:45,,,,C4C S440 Room 4,,,,
Call with LogRhythm,10/16/2018 15:30,10/16/2018 16:30,,,,Justin Skall,,,,
Career Development - Autonomous Vehicles Buff Talk,10/16/2018 17:30,10/16/2018 19:00,,,,ECCR 265,,,,
Fall All-Campus Career Fair,10/17/2018 11:00,10/17/2018 16:00,,,,"University Memorial Center (UMC), Glenn Miller Ballroom",,,,
Andrews Anderson Farms Pumpkin Patch Trip,10/20/2018 11:00,10/20/2018 15:00,,,,Anderson Farms,,,,
Raytheon Cyber Interview,10/23/2018 15:30,10/23/2018 16:30,,,,,,,,
InternshipWorks Faire,10/24/2018 10:00,10/24/2018 15:00,,,,Idea Forge,,,,
EHON 1151 Recitation Symposium Dinner,10/28/2018 17:00,10/28/2018 23:00,,,,,,,,
Last Day to Request Final Exam Reschedule,11/2/2018 0:00,11/3/2018 0:00,,"Last day for students to make arrangements with instructors if they have three or more final exams on the same day, or two final exams scheduled to meet at the same time ",,,,,,
Assignment 7 Interview Grading,11/2/2018 16:30,11/2/2018 16:45,,,,ECOT 831,,,,
Dinner at the McDougall's House,11/5/2018 18:00,11/5/2018 21:00,,,,,,,,
CU Spring Class Enrollment Begins,11/8/2018 11:00,11/8/2018 23:00,,,,11AM,,,,
Meeting,11/9/2018 15:00,11/9/2018 16:00,,,,C4C-S485,,,,
EHP Andrews Goes to the Movies - Fantastic Beasts II,11/15/2018 21:00,11/15/2018 23:00,,,,,,,,
Sam's CU Thanksgiving Break,11/19/2018 0:00,11/24/2018 0:00,,,,,,,,
APPM 1360 Midterm 3 Review Session,11/27/2018 18:00,11/27/2018 19:30,,,,HUMN 1B50,,,,
Aerospace Resume Workshop,11/29/2018 14:00,11/29/2018 15:00,,,,ECCR 151,,,,
Meeting with Dave (ITLL Sys Admin),11/29/2018 15:00,11/29/2018 16:00,,,,ITLL,,,,
CSCI 2275 Final Project Proposal Meeting,11/30/2018 10:30,11/30/2018 10:45,,,,ECCS 112,,,,
CSCI 2275 Interview Grading,12/7/2018 10:30,12/7/2018 10:45,,,,ECOT 731,,,,
Taste of Home Recipie at C4C,12/12/2018 17:00,12/12/2018 20:00,,,,,,,,
CU Last Day of Class,12/13/2018 0:00,12/14/2018 0:00,,,,,,,,
Critical Encounters Recitation Movie Night,12/13/2018 17:00,12/13/2018 20:00,,,,Small Classroom,,,,
CU Reading Day,12/14/2018 0:00,12/15/2018 0:00,,,,,,,,
CSCI 2275 Final Project Interview Grading,12/14/2018 9:30,12/14/2018 9:45,,,,ECOT 524,,,,
APPM 1360 Final Exam Review Session,12/14/2018 13:30,12/14/2018 15:30,,,,ECCR 265,,,,
CU Final Exams,12/15/2018 0:00,12/20/2018 0:00,,,,,,,,
APPM 1360 Final Exam Review Session,12/15/2018 10:30,12/15/2018 12:00,,,,ECCR 265,,,,
Palo Alto Networks Interview,12/18/2018 12:00,12/18/2018 13:00,,https://app.jobvite.com/j?cj=oiwj8fwZ&s=00 ,,With Zhi Xu,,,,
Sam's CU Winter Break,12/20/2018 0:00,1/12/2019 0:00,,,,,,,,
CU First Day of Class,1/14/2019 0:00,1/15/2019 0:00,,,,,,,,
CU Campus Closed,1/21/2019 0:00,1/22/2019 0:00,,,,,,,,
ASV Lecture 'Working for Gov Contractors',1/22/2019 12:00,1/22/2019 13:00,,Registration 2 weeks before event ,,DLC Collaboratory,,,,
Last Day to Add Classes,1/23/2019 0:00,1/24/2019 0:00,,,,,,,,
Data Lab Interview Grading,1/29/2019 12:10,1/29/2019 12:30,,Hoang Truong ,,ECCS 122,,,,
Last Day to Drop Classes,1/30/2019 0:00,1/31/2019 0:00,,,,,,,,
EHP Castle Retreat,2/2/2019 0:00,2/4/2019 0:00,,,,,,,,
PHYS 1120 Midterm 1,2/7/2019 19:30,2/7/2019 21:00,,,,,,,,
Buff Chat with Bryn,2/8/2019 17:30,2/8/2019 18:00,,,,,,,,
Skiing at Keystone,2/10/2019 6:00,2/10/2019 17:00,,,,,,,,
Call with MITRE,2/11/2019 14:00,2/11/2019 15:00,,,,Kelly Gerschefske,,,,
Internship Works Computing Career Fair,2/12/2019 10:00,2/12/2019 16:00,,,,,,,,
CSCI 2824 Exam 1,2/19/2019 18:30,2/19/2019 20:00,,,,HUMN 1B50,,,,
Fw: Inventory Requirement Gathering,2/20/2019 10:00,2/20/2019 11:00,,"Jean-Luc TendlerIntegrated Teaching and Learning ProgramCollege of Engineering and Applied ScienceUniversity of Colorado Boulder | ITLL 2B07Tendler@colorado.edu<mailto:Tendler@colorado.edu>________________________________From: John FranklinSent: Thursday, February 14, 2019 8:13 PMTo: Daniel Adam Godrick\; Brianne Alyssa Willett\; Maurice Irving Woods Iii\; Kai Amey\; Jean-Luc Tendler\; Taylor May\; David Long\; Brandon ScovronskiSubject: Inventory Requirement GatheringWhen: Wednesday, February 20, 2019 10:00 AM-11:00 AM.Where: 2B09 (J's Office)All-Let’s use this opportunity to identify the requirements of a new inventory solution. Identifying ‘nice-to-haves’ are a welcome part of the discussion. Please come prepared with ideas ahead of time, as I’d like to keep the meeting kept to an hour. We can meet again if more timeis needed.Let’s keep the discussion focused on what we need or want in a new solution, rather than a review of what Passport does poorly. I’ve pre-checked everyone’s calendar so hopefully this time works for everyone. For my team, attendance is optional.Collective feedback will beused to identify our unit tests of a new product. Once IT completes an initial build and review of a future solution, we’ll open our test environment to each of you. If our new solution meets our core needs, I’d like to have it implemented early summer 2019. I’m happy to chat if anyone has questions before this meeting.Thank you! ",safe9522@colorado.edu,2B09 (J's Office),,,,
CSCI 2400 Bomb Lab Interview Grading,2/21/2019 13:10,2/21/2019 13:30,,Hoang Truong ,,ECCS 111,,,,
HackCU V,2/23/2019 8:00,2/24/2019 14:00,,,,"University Of Colorado - Boulder SEEC, 4001 Discovery Dr, Boulder, CO 80303, USA",,,,
CSCI 2400 Quiz 2,2/26/2019 18:00,2/26/2019 19:00,,,,,,,,
Call with MITRE,2/28/2019 13:00,2/28/2019 14:00,,,,Bethany Griswold,,,,
Career Development - Lockheed Martin Show & Tech,2/28/2019 18:00,2/28/2019 20:00,,,,ECCR 245,,,,
JPL Interview,3/4/2019 16:00,3/4/2019 17:00,,,,Maged Elaasar,,,,
Call With MITRE,3/5/2019 12:00,3/5/2019 13:00,,,,Christina Searles,,,,
HUEN 1010 FSP Conference,3/6/2019 14:00,3/6/2019 14:30,,,,"Lesser House, 2501 Colorado Ave, Boulder, CO 80302, USA",,,,
PHYS 1120 Midterm 2,3/7/2019 19:30,3/7/2019 21:00,,,,,,,,
Andrews Spring cultural event,3/8/2019 0:00,3/9/2019 0:00,,,,,,,,
MITRE Offer Acceptance Due,3/11/2019 0:00,3/12/2019 0:00,,,,,,,,
Advisor Appointment,3/14/2019 16:00,3/14/2019 17:00,,,,ECOT 621,,,,
CSCI 2400 Exam 1,3/18/2019 0:00,3/19/2019 0:00,,,,,,,,
CSCI 2824 Exam 2,3/19/2019 18:30,3/19/2019 20:00,,,,MATH 100,,,,
CSCI 2400 Exam 2,3/22/2019 0:00,3/23/2019 0:00,,,,,,,,
Sams' CU Spring Break,3/25/2019 0:00,3/30/2019 0:00,,,,,,,,
Fingerprinting,4/4/2019 15:00,4/4/2019 16:00,,,,CUPD,,,,
CU Fall Class Enrollment Begins,4/9/2019 15:30,4/9/2019 16:30,,,,4PM,,,,
HUEN 1010 SSP Conference,4/10/2019 14:30,4/10/2019 14:45,,,,,,,,
PHYS 1120 Midterm 3,4/11/2019 19:30,4/11/2019 21:00,,,,MATH 100,,,,
Prashil's Graduation Celebration!,4/12/2019 19:15,4/12/2019 21:15,,,safe9522@colorado.edu; iajo4099@colorado.edu; siko3294@colorado.edu; hoenigmr@colorado.edu; niel4265@colorado.edu; dako1350@colorado.edu; prbh9460@colorado.edu; zajo5591@colorado.edu; rith4355@colorado.edu,"Lazy Dog Sports Bar & Grill, 1346 Pearl St, Boulder, CO 80302, USA",,,,
CSCI 2400 Perf Lab Interview Grading,4/16/2019 13:00,4/16/2019 13:20,,,,ECCS 102,,,,
Call With MITRE,4/18/2019 14:00,4/18/2019 15:00,,,,,,,,
Engineering Projects Expo,4/26/2019 14:00,4/26/2019 17:30,,,,Indoor Field East of Folsom,,,,
EHP Spring Banquet,4/28/2019 18:00,4/28/2019 20:30,,Formal Attire Requested. Dress up! It's a nice party!Arrive at 6:00 to mingle and be seated\; buffet opens at 6:30 ,,"Hotel Boulderado, 2115 13th Street, Boulder",,,,
CSCI 2400 Shell Lab Interview Grading,4/30/2019 11:40,4/30/2019 11:50,,,,ECCS112B,,,,
Sam's CU Last Day of Class,5/2/2019 0:00,5/3/2019 0:00,,,,,,,,
CU Reading Day,5/3/2019 0:00,5/4/2019 0:00,,,,,,,,
CU Final Exams,5/4/2019 0:00,5/9/2019 0:00,,,,,,,,
PHYS 1120 Final Exam,5/4/2019 7:30,5/4/2019 10:00,,"Sec 9, row 10, seat 11 ",,Coors Event Center,,,,
Return Books and Bike Station,5/6/2019 12:00,5/6/2019 13:00,,,,,,,,
CSCI 2400 Final Exam,5/6/2019 19:30,5/6/2019 22:00,,,,HUMN 1B50,,,,
CSCI 2824 Final Exam,5/8/2019 13:30,5/8/2019 16:00,,,,RAMY C250,,,,
CU Commencement,5/9/2019 0:00,5/10/2019 0:00,,,,,,,,
